,internal ID,Label,Summary,links,Start Date,End Date,color,tags,calid
10,3ou2hjlqj4ct9r014ur9vj6lj6_20241002T220000Z,Our Universe Revealed series at SJCPL,"Speaker: TBD
Topic TBD",https://www.google.com/calendar/event?eid=M291MmhqbHFqNGN0OXIwMTR1cjl2ajZsajZfMjAyNDEwMDJUMjIwMDAwWiBjb3NjYWxAbmQuZWR1,2024-10-02 18:30:00,2024-10-02 19:30:00,#b3dc6c,CoS College-wide Events & Conferences,coscal@nd.edu
11,3ou2hjlqj4ct9r014ur9vj6lj6_20241106T230000Z,Our Universe Revealed series at SJCPL,,https://www.google.com/calendar/event?eid=M291MmhqbHFqNGN0OXIwMTR1cjl2ajZsajZfMjAyNDExMDZUMjMwMDAwWiBjb3NjYWxAbmQuZWR1,2024-11-06 18:30:00,2024-11-06 19:30:00,#b3dc6c,CoS College-wide Events & Conferences,coscal@nd.edu
12,15cn0eelo6pkj2a0j2vkoacmcq,"Christmas Lecture Featuring Dr. Michelle Thaller, NASA Goddard Space Flight Center","Start time TBA
Detail TBA",https://www.google.com/calendar/event?eid=MTVjbjBlZWxvNnBrajJhMGoydmtvYWNtY3EgY29zY2FsQG5kLmVkdQ,2024-12-06 17:00:00,2024-12-06 22:00:00,#b3dc6c,CoS College-wide Events & Conferences,coscal@nd.edu
13,48h9h4sm8m8bhdrtql65h9b0b6,Science Exploration Series (Dung Dynasty),,https://www.google.com/calendar/event?eid=NDhoOWg0c204bThiaGRydHFsNjVoOWIwYjYgY29zY2FsQG5kLmVkdQ,2024-10-11 16:30:00,2024-10-11 17:30:00,#b3dc6c,CoS College-wide Events & Conferences,coscal@nd.edu
14,1gkjt9a6n0ram0lf7tebtule4u,Science Exploration Series (Question Everything),,https://www.google.com/calendar/event?eid=MWdranQ5YTZuMHJhbTBsZjd0ZWJ0dWxlNHUgY29zY2FsQG5kLmVkdQ,2024-11-08 16:30:00,2024-11-08 17:30:00,#b3dc6c,CoS College-wide Events & Conferences,coscal@nd.edu
15,7scdeiehjei928kh8th0em03et,Science Exploration Series (Wisdom and Wonder),,https://www.google.com/calendar/event?eid=N3NjZGVpZWhqZWk5MjhraDh0aDBlbTAzZXQgY29zY2FsQG5kLmVkdQ,2024-11-15 16:30:00,2024-11-15 17:30:00,#b3dc6c,CoS College-wide Events & Conferences,coscal@nd.edu
16,6i3cjkh2c4bokg87s7frvbrt2d,FURF,,https://www.google.com/calendar/event?eid=NmkzY2praDJjNGJva2c4N3M3ZnJ2YnJ0MmQgY29zY2FsQG5kLmVkdQ,2024-10-31 18:00:00,2024-10-31 21:00:00,#b3dc6c,CoS College-wide Events & Conferences,coscal@nd.edu
17,7ir3k5jssoga6qggf44r15o8hv,Chem Q-Bio,,https://www.google.com/calendar/event?eid=N2lyM2s1anNzb2dhNnFnZ2Y0NHIxNW84aHYgY29zY2FsQG5kLmVkdQ,2024-10-25 13:00:00,2024-10-25 21:00:00,#b3dc6c,CoS College-wide Events & Conferences,coscal@nd.edu
18,7n0r1mc2eoq220r7p3olhh2srn,Quantum Science Workshop,,https://www.google.com/calendar/event?eid=N24wcjFtYzJlb3EyMjByN3Azb2xoaDJzcm4gY29zY2FsQG5kLmVkdQ,2024-10-18 20:00:00,2024-10-20 20:00:00,#b3dc6c,CoS College-wide Events & Conferences,coscal@nd.edu
19,3d1bopiq05p0b1or5m3hb41pfl,Midwest Enzyme Chemistry Conference,,https://www.google.com/calendar/event?eid=M2QxYm9waXEwNXAwYjFvcjVtM2hiNDFwZmwgY29zY2FsQG5kLmVkdQ,2024-10-25 20:00:00,2024-10-26 20:00:00,#b3dc6c,CoS College-wide Events & Conferences,coscal@nd.edu
20,3u6ee10mrlcusrf2950nurc24o,Midwest Security & Privacy Meeting,,https://www.google.com/calendar/event?eid=M3U2ZWUxMG1ybGN1c3JmMjk1MG51cmMyNG8gY29zY2FsQG5kLmVkdQ,2024-10-25 20:00:00,2024-10-26 20:00:00,#b3dc6c,CoS College-wide Events & Conferences,coscal@nd.edu
21,38qrfs82lcm57jcgpl07qanf9d,Save the Date! '25-'26 Academic Year Meeting & Welcome Reception for Faculty & Staff,,https://www.google.com/calendar/event?eid=MzhxcmZzODJsY201N2pjZ3BsMDdxYW5mOWQgY29zY2FsQG5kLmVkdQ,2025-09-04 16:30:00,2025-09-04 19:00:00,#b3dc6c,CoS College-wide Events & Conferences,coscal@nd.edu
22,1ku80vbkh6cjoctkrkulcc2381,Science Advisory Council Weekend,,https://www.google.com/calendar/event?eid=MWt1ODB2YmtoNmNqb2N0a3JrdWxjYzIzODEgY29zY2FsQG5kLmVkdQ,2024-11-13 19:00:00,2024-11-16 19:00:00,#b3dc6c,CoS College-wide Events & Conferences,coscal@nd.edu
23,7qtv310olm5hsv4a77mov1p984,2025 Carrier Medal: James Maynard 5:30-8:00 Smith Ballroom,,https://www.google.com/calendar/event?eid=N3F0djMxMG9sbTVoc3Y0YTc3bW92MXA5ODQgY29zY2FsQG5kLmVkdQ,2025-09-15 17:30:00,2025-09-15 20:30:00,#b3dc6c,CoS College-wide Events & Conferences,coscal@nd.edu
24,184j9bp0kkgqoe07ptcc4d24tg,Annual Patient Advocacy Summit,,https://www.google.com/calendar/event?eid=MTg0ajlicDBra2dxb2UwN3B0Y2M0ZDI0dGcgY29zY2FsQG5kLmVkdQ,2024-10-11 09:00:00,2024-10-11 17:00:00,#b3dc6c,CoS College-wide Events & Conferences,coscal@nd.edu
25,4to7fgnn790t6ujc3gim5ca9kb,Pre-Summit Patient Advocacy Event with Villanova,,https://www.google.com/calendar/event?eid=NHRvN2Znbm43OTB0NnVqYzNnaW01Y2E5a2IgY29zY2FsQG5kLmVkdQ,2024-10-10 14:00:00,2024-10-10 16:00:00,#b3dc6c,CoS College-wide Events & Conferences,coscal@nd.edu
26,4vehc6sb3u6peovltfka9pe7kn,Patient Advocacy Tailgate,4th Floor Landing,https://www.google.com/calendar/event?eid=NHZlaGM2c2IzdTZwZW92bHRma2E5cGU3a24gY29zY2FsQG5kLmVkdQ,2024-10-12 09:00:00,2024-10-12 18:30:00,#b3dc6c,CoS College-wide Events & Conferences,coscal@nd.edu
27,5i8eqe2ka1rhn89227sl6oilct,Post Doc Lightening Talks,,https://www.google.com/calendar/event?eid=NWk4ZXFlMmthMXJobjg5MjI3c2w2b2lsY3QgY29zY2FsQG5kLmVkdQ,2025-09-18 16:00:00,2025-09-18 18:30:00,#b3dc6c,CoS College-wide Events & Conferences,coscal@nd.edu
28,0rlddl8ojjqbvrje33pqrhlgdi,Spring All-College Meeting,,https://www.google.com/calendar/event?eid=MHJsZGRsOG9qanFidnJqZTMzcHFyaGxnZGkgY29zY2FsQG5kLmVkdQ,2025-01-30 15:30:00,2025-01-30 17:30:00,#b3dc6c,CoS College-wide Events & Conferences,coscal@nd.edu
29,78gnfintbhu6r3m48i5vj0j9b4,COSE JAM ,,https://www.google.com/calendar/event?eid=NzhnbmZpbnRiaHU2cjNtNDhpNXZqMGo5YjQgY29zY2FsQG5kLmVkdQ,2024-12-13 09:00:00,2024-12-13 17:00:00,#b3dc6c,CoS College-wide Events & Conferences,coscal@nd.edu
30,4lbnlsd6a79vmgnhekb4ji696u,ND Start,,https://www.google.com/calendar/event?eid=NGxibmxzZDZhNzl2bWduaGVrYjRqaTY5NnUgY29zY2FsQG5kLmVkdQ,2024-10-14 15:30:00,2024-10-15 06:00:00,#b3dc6c,CoS College-wide Events & Conferences,coscal@nd.edu
31,6dfeqej9q6mj06immdo9tbt6hq,ND Start,,https://www.google.com/calendar/event?eid=NmRmZXFlajlxNm1qMDZpbW1kbzl0YnQ2aHEgY29zY2FsQG5kLmVkdQ,2024-11-18 15:30:00,2024-11-19 06:00:00,#b3dc6c,CoS College-wide Events & Conferences,coscal@nd.edu
32,_68o34d1h60o34l1i68pj0c1gb8mj4c1i6goj0c1iagp36cpg60o5kb9h6oo40tbed5r6asjjclp6atj5c5m6ap1edpi2spb4ek,Teaching Chemistry with Art,"Science and art are the legacy of any culture, and there is renewed interest in integrating the arts and sciences in higher education. At Notre Dame, we've designed a core curriculum course that explores the shared virtues, values, methods, and practices of art and chemistry. This course offers a unique learning experience as we draw from primary literature at the art-science interface, analyze works of art at the Raclin-Murphy Museum, and conduct chemistry experiments in the chemistry labs. By examining parallels in art and chemistry, we hope to develop critical analysis and innovative thinking and provide an understanding of the interconnectedness of these disciplines.",https://www.google.com/calendar/event?eid=XzY4bzM0ZDFoNjBvMzRsMWk2OHBqMGMxZ2I4bWo0YzFpNmdvajBjMWlhZ3AzNmNwZzYwbzVrYjloNm9vNDB0YmVkNXI2YXNqamNscDZhdGo1YzVtNmFwMWVkcGkyc3BiNGVrIGQ5MTZjaHIyb3FkbDN2dHFic200dDFuNzA4aWJjZWFpQGk,2024-10-02 18:30:00,2024-10-02 19:30:00,#b3dc6c,http://universerevealed.nd.edu/?eme_ical=public,d916chr2oqdl3vtqbsm4t1n708ibceai@import.calendar.google.com
33,20241225_e1r85u7vrrenlebcvqmra75bbo,Christmas Day,Public holiday,https://www.google.com/calendar/event?eid=MjAyNDEyMjVfZTFyODV1N3ZycmVubGViY3ZxbXJhNzViYm8gZW4udXNhI2hvbGlkYXlAdg,2024-12-24 19:00:00,2024-12-25 19:00:00,#c2c2c2,Holidays in United States,en.usa#holiday@group.v.calendar.google.com
34,20250120_87ssbls92jt2nfnnm09sjquj9c,Inauguration Day (regional holiday),"Public holiday in District of Columbia, Maryland, Virginia",https://www.google.com/calendar/event?eid=MjAyNTAxMjBfODdzc2JsczkyanQybmZubm0wOXNqcXVqOWMgZW4udXNhI2hvbGlkYXlAdg,2025-01-19 19:00:00,2025-01-20 19:00:00,#c2c2c2,Holidays in United States,en.usa#holiday@group.v.calendar.google.com
35,20250120_fk34f168hostjnanbre4hctmi4,Martin Luther King Jr. Day,Public holiday,https://www.google.com/calendar/event?eid=MjAyNTAxMjBfZmszNGYxNjhob3N0am5hbmJyZTRoY3RtaTQgZW4udXNhI2hvbGlkYXlAdg,2025-01-19 19:00:00,2025-01-20 19:00:00,#c2c2c2,Holidays in United States,en.usa#holiday@group.v.calendar.google.com
36,20250704_9eo5ol8m1gicg3dhj69hufj82g,Independence Day,Public holiday,https://www.google.com/calendar/event?eid=MjAyNTA3MDRfOWVvNW9sOG0xZ2ljZzNkaGo2OWh1Zmo4MmcgZW4udXNhI2hvbGlkYXlAdg,2025-07-03 20:00:00,2025-07-04 20:00:00,#c2c2c2,Holidays in United States,en.usa#holiday@group.v.calendar.google.com
37,20241031_v9g749ml11e4obop5lp80nfbdc,Halloween,"Observance
To hide observances, go to Google Calendar Settings > Holidays in United States",https://www.google.com/calendar/event?eid=MjAyNDEwMzFfdjlnNzQ5bWwxMWU0b2JvcDVscDgwbmZiZGMgZW4udXNhI2hvbGlkYXlAdg,2024-10-30 20:00:00,2024-10-31 20:00:00,#c2c2c2,Holidays in United States,en.usa#holiday@group.v.calendar.google.com
38,20241105_i282b8tvktjvd654goatrtctak,Election Day (General Election),"Observance
To hide observances, go to Google Calendar Settings > Holidays in United States",https://www.google.com/calendar/event?eid=MjAyNDExMDVfaTI4MmI4dHZrdGp2ZDY1NGdvYXRydGN0YWsgZW4udXNhI2hvbGlkYXlAdg,2024-11-04 19:00:00,2024-11-05 19:00:00,#c2c2c2,Holidays in United States,en.usa#holiday@group.v.calendar.google.com
39,20241111_9vu35s757ogimm7srk29mp22n4,Veterans Day,Public holiday,https://www.google.com/calendar/event?eid=MjAyNDExMTFfOXZ1MzVzNzU3b2dpbW03c3JrMjltcDIybjQgZW4udXNhI2hvbGlkYXlAdg,2024-11-10 19:00:00,2024-11-11 19:00:00,#c2c2c2,Holidays in United States,en.usa#holiday@group.v.calendar.google.com
40,20241231_qb119g1rjm37sagjbs54if58j4,New Year's Eve,"Observance
To hide observances, go to Google Calendar Settings > Holidays in United States",https://www.google.com/calendar/event?eid=MjAyNDEyMzFfcWIxMTlnMXJqbTM3c2FnamJzNTRpZjU4ajQgZW4udXNhI2hvbGlkYXlAdg,2024-12-30 19:00:00,2024-12-31 19:00:00,#c2c2c2,Holidays in United States,en.usa#holiday@group.v.calendar.google.com
41,20250619_9vg3o04lvkpbt153d22q1nssq8,Juneteenth,Public holiday,https://www.google.com/calendar/event?eid=MjAyNTA2MTlfOXZnM28wNGx2a3BidDE1M2QyMnExbnNzcTggZW4udXNhI2hvbGlkYXlAdg,2025-06-18 20:00:00,2025-06-19 20:00:00,#c2c2c2,Holidays in United States,en.usa#holiday@group.v.calendar.google.com
42,20250309_it8daheub7hk551jetoqd09h9c,Daylight Saving Time starts,"Observance
To hide observances, go to Google Calendar Settings > Holidays in United States",https://www.google.com/calendar/event?eid=MjAyNTAzMDlfaXQ4ZGFoZXViN2hrNTUxamV0b3FkMDloOWMgZW4udXNhI2hvbGlkYXlAdg,2025-03-08 19:00:00,2025-03-09 20:00:00,#c2c2c2,Holidays in United States,en.usa#holiday@group.v.calendar.google.com
43,20250614_ddlkm859j2o7q0931n10l9jnt0,Flag Day,"Observance
To hide observances, go to Google Calendar Settings > Holidays in United States",https://www.google.com/calendar/event?eid=MjAyNTA2MTRfZGRsa204NTlqMm83cTA5MzFuMTBsOWpudDAgZW4udXNhI2hvbGlkYXlAdg,2025-06-13 20:00:00,2025-06-14 20:00:00,#c2c2c2,Holidays in United States,en.usa#holiday@group.v.calendar.google.com
44,20241128_kej2iaf7b60ak4gdk0thqpfiqk,Thanksgiving Day,Public holiday,https://www.google.com/calendar/event?eid=MjAyNDExMjhfa2VqMmlhZjdiNjBhazRnZGswdGhxcGZpcWsgZW4udXNhI2hvbGlkYXlAdg,2024-11-27 19:00:00,2024-11-28 19:00:00,#c2c2c2,Holidays in United States,en.usa#holiday@group.v.calendar.google.com
45,20241224_7e1pcn6kvbdt4s9g1hhdht5quo,Christmas Eve,"Observance
To hide observances, go to Google Calendar Settings > Holidays in United States",https://www.google.com/calendar/event?eid=MjAyNDEyMjRfN2UxcGNuNmt2YmR0NHM5ZzFoaGRodDVxdW8gZW4udXNhI2hvbGlkYXlAdg,2024-12-23 19:00:00,2024-12-24 19:00:00,#c2c2c2,Holidays in United States,en.usa#holiday@group.v.calendar.google.com
46,20250420_cdei1ckus4np6v0i7q16222lns,Easter Sunday,"Observance
To hide observances, go to Google Calendar Settings > Holidays in United States",https://www.google.com/calendar/event?eid=MjAyNTA0MjBfY2RlaTFja3VzNG5wNnYwaTdxMTYyMjJsbnMgZW4udXNhI2hvbGlkYXlAdg,2025-04-19 20:00:00,2025-04-20 20:00:00,#c2c2c2,Holidays in United States,en.usa#holiday@group.v.calendar.google.com
47,20250526_ep13nlfs01gou4u08p5rf1nipg,Memorial Day,Public holiday,https://www.google.com/calendar/event?eid=MjAyNTA1MjZfZXAxM25sZnMwMWdvdTR1MDhwNXJmMW5pcGcgZW4udXNhI2hvbGlkYXlAdg,2025-05-25 20:00:00,2025-05-26 20:00:00,#c2c2c2,Holidays in United States,en.usa#holiday@group.v.calendar.google.com
48,20241103_uidss732gtpfrjt230ad7a2eok,Daylight Saving Time ends,"Observance
To hide observances, go to Google Calendar Settings > Holidays in United States",https://www.google.com/calendar/event?eid=MjAyNDExMDNfdWlkc3M3MzJndHBmcmp0MjMwYWQ3YTJlb2sgZW4udXNhI2hvbGlkYXlAdg,2024-11-02 20:00:00,2024-11-03 19:00:00,#c2c2c2,Holidays in United States,en.usa#holiday@group.v.calendar.google.com
49,20250101_n42075h4udis718r1h6ktgtel8,New Year's Day,Public holiday,https://www.google.com/calendar/event?eid=MjAyNTAxMDFfbjQyMDc1aDR1ZGlzNzE4cjFoNmt0Z3RlbDggZW4udXNhI2hvbGlkYXlAdg,2024-12-31 19:00:00,2025-01-01 19:00:00,#c2c2c2,Holidays in United States,en.usa#holiday@group.v.calendar.google.com
50,20250317_9o03ua59rp64lk4n2hgrl161do,St. Patrick's Day,"Observance
To hide observances, go to Google Calendar Settings > Holidays in United States",https://www.google.com/calendar/event?eid=MjAyNTAzMTdfOW8wM3VhNTlycDY0bGs0bjJoZ3JsMTYxZG8gZW4udXNhI2hvbGlkYXlAdg,2025-03-16 20:00:00,2025-03-17 20:00:00,#c2c2c2,Holidays in United States,en.usa#holiday@group.v.calendar.google.com
51,20250415_kjnuhigbhn2r23s8r9jp5k95s0,Tax Day,"Observance
To hide observances, go to Google Calendar Settings > Holidays in United States",https://www.google.com/calendar/event?eid=MjAyNTA0MTVfa2pudWhpZ2JobjJyMjNzOHI5anA1azk1czAgZW4udXNhI2hvbGlkYXlAdg,2025-04-14 20:00:00,2025-04-15 20:00:00,#c2c2c2,Holidays in United States,en.usa#holiday@group.v.calendar.google.com
52,20250421_ls3gtag61ma5b12rugc8i27n6g,Easter Monday,"Observance
To hide observances, go to Google Calendar Settings > Holidays in United States",https://www.google.com/calendar/event?eid=MjAyNTA0MjFfbHMzZ3RhZzYxbWE1YjEycnVnYzhpMjduNmcgZW4udXNhI2hvbGlkYXlAdg,2025-04-20 20:00:00,2025-04-21 20:00:00,#c2c2c2,Holidays in United States,en.usa#holiday@group.v.calendar.google.com
53,20250511_gvj1ble08iq2fcevgi21klidd4,Mother's Day,"Observance
To hide observances, go to Google Calendar Settings > Holidays in United States",https://www.google.com/calendar/event?eid=MjAyNTA1MTFfZ3ZqMWJsZTA4aXEyZmNldmdpMjFrbGlkZDQgZW4udXNhI2hvbGlkYXlAdg,2025-05-10 20:00:00,2025-05-11 20:00:00,#c2c2c2,Holidays in United States,en.usa#holiday@group.v.calendar.google.com
54,20250615_6e1mp5g8vevfk2c96ebc8recs0,Father's Day,"Observance
To hide observances, go to Google Calendar Settings > Holidays in United States",https://www.google.com/calendar/event?eid=MjAyNTA2MTVfNmUxbXA1Zzh2ZXZmazJjOTZlYmM4cmVjczAgZW4udXNhI2hvbGlkYXlAdg,2025-06-14 20:00:00,2025-06-15 20:00:00,#c2c2c2,Holidays in United States,en.usa#holiday@group.v.calendar.google.com
55,20250214_6irqovpoptusdbb3mr6o3jrjfo,Valentine's Day,"Observance
To hide observances, go to Google Calendar Settings > Holidays in United States",https://www.google.com/calendar/event?eid=MjAyNTAyMTRfNmlycW92cG9wdHVzZGJiM21yNm8zanJqZm8gZW4udXNhI2hvbGlkYXlAdg,2025-02-13 19:00:00,2025-02-14 19:00:00,#c2c2c2,Holidays in United States,en.usa#holiday@group.v.calendar.google.com
56,20250217_71ceed7602mvvb8ror6h0brhvo,Presidents' Day,Public holiday,https://www.google.com/calendar/event?eid=MjAyNTAyMTdfNzFjZWVkNzYwMm12dmI4cm9yNmgwYnJodm8gZW4udXNhI2hvbGlkYXlAdg,2025-02-16 19:00:00,2025-02-17 19:00:00,#c2c2c2,Holidays in United States,en.usa#holiday@group.v.calendar.google.com
57,20250505_urloestg1ommnvtviv77cfhsl8,Cinco de Mayo,"Observance
To hide observances, go to Google Calendar Settings > Holidays in United States",https://www.google.com/calendar/event?eid=MjAyNTA1MDVfdXJsb2VzdGcxb21tbnZ0dml2NzdjZmhzbDggZW4udXNhI2hvbGlkYXlAdg,2025-05-04 20:00:00,2025-05-05 20:00:00,#c2c2c2,Holidays in United States,en.usa#holiday@group.v.calendar.google.com
58,20250901_9u2pou9j855ujfp8l4gqsqpbv4,Labor Day,Public holiday,https://www.google.com/calendar/event?eid=MjAyNTA5MDFfOXUycG91OWo4NTV1amZwOGw0Z3FzcXBidjQgZW4udXNhI2hvbGlkYXlAdg,2025-08-31 20:00:00,2025-09-01 20:00:00,#c2c2c2,Holidays in United States,en.usa#holiday@group.v.calendar.google.com
59,20241014_7d5cvuv7e1pdf275sqfr5f8psc,Columbus Day,Public holiday,https://www.google.com/calendar/event?eid=MjAyNDEwMTRfN2Q1Y3Z1djdlMXBkZjI3NXNxZnI1Zjhwc2MgZW4udXNhI2hvbGlkYXlAdg,2024-10-13 20:00:00,2024-10-14 20:00:00,#c2c2c2,Holidays in United States,en.usa#holiday@group.v.calendar.google.com
60,20241101_jo830i8bp4ok1rvvkv54b50v6k,First Day of American Indian Heritage Month,"Observance
To hide observances, go to Google Calendar Settings > Holidays in United States",https://www.google.com/calendar/event?eid=MjAyNDExMDFfam84MzBpOGJwNG9rMXJ2dmt2NTRiNTB2NmsgZW4udXNhI2hvbGlkYXlAdg,2024-10-31 20:00:00,2024-11-01 20:00:00,#c2c2c2,Holidays in United States,en.usa#holiday@group.v.calendar.google.com
